# https://github.com/saultyevil/python/tree/tde
# Python Version 84a
# Git commit hash cf234086ee7093aebd969779641ae53e9ed9dfa5
# Date	Wed Dec 18 13:40:56 2019

# Units: flambda spectrum (erg/s/cm^-2/A) at 100.0 parsecs

# Central_object.mass(msol)                     3e7
# Central_object.radius(cm)                     2.65e13
# Disk.mdot(msol/yr)                            2e-2
# Disk.radmax(cm)                               1e15
# Wind.mdot(msol/yr)                            2e-3
# SV.diskmin(units_of_rstar)                    1
# SV.diskmax(units_of_rstar)                    30
# SV.thetamin(deg)                              70
# SV.thetamax(deg)                              82
# SV.mdot_r_exponent                            0
# SV.v_infinity(in_units_of_vescape             1
# SV.acceleration_length(cm)                    5e16
# SV.acceleration_exponent                      1.0
# SV.gamma(streamline_skew;1=usually)           1.0
# SV.v_zero_mode(fixed,sound_speed)             sound_speed
# SV.v_zero(multiple_of_sound_speed)            1
# Wind.radmax(cm)                               5e17
# Wind.filling_factor(1=smooth,<1=clumped)      1

Freq.                Lambda               10                   30                   45                   60                   75                   85                   
302760500000000.0    9901.97              0.00025338           0.00016128           0.00011325           6.5234e-05           2.4588e-05           8.3246e-06          
305728400000000.0    9805.844             0.00030904           0.00018455           0.00010969           7.4473e-05           2.9815e-05           1.0109e-05          
308696300000000.0    9711.566             0.00028593           0.00019567           0.00014643           8.3978e-05           3.4104e-05           1.1181e-05          
311664300000000.0    9619.084             0.00033119           0.00024509           0.0001595            9.0174e-05           3.3028e-05           1.0444e-05          
314632200000000.0    9528.347             0.0003371            0.00023924           0.00017495           9.3977e-05           3.6147e-05           1.1742e-05          
317600200000000.0    9439.305             0.00035361           0.00026084           0.00018848           0.00010883           4.3203e-05           1.4714e-05          
320568100000000.0    9351.912             0.00036349           0.00029644           0.00020692           0.0001118            4.4973e-05           1.5211e-05          
323536100000000.0    9266.123             0.0004156            0.00033041           0.00021096           0.00013021           4.7611e-05           1.5883e-05          
326504000000000.0    9181.893             0.00040572           0.000318             0.0002327            0.00013974           5.148e-05            1.5944e-05          
329472000000000.0    9099.181             0.0003993            0.0003443            0.00024592           0.00013336           5.0328e-05           1.5862e-05          
332439900000000.0    9017.945             0.00044751           0.00033636           0.00025105           0.00013625           5.5817e-05           1.9612e-05          
335407900000000.0    8938.148             0.00042456           0.00037025           0.00025968           0.00016062           6.3491e-05           2.2102e-05          
338375800000000.0    8859.75              0.00049262           0.00037112           0.00027866           0.00017127           6.4999e-05           2.2911e-05          
341343700000000.0    8782.715             0.00049946           0.00039901           0.00028071           0.00016048           6.3752e-05           2.1869e-05          
344311700000000.0    8707.009             0.00049796           0.00044421           0.00029854           0.00017232           6.7964e-05           2.0709e-05          
347279600000000.0    8632.596             0.00056442           0.00042326           0.00030721           0.00017521           7.0315e-05           2.1452e-05          
350247600000000.0    8559.445             0.0005404            0.0004263            0.00031117           0.00018699           6.7022e-05           2.2776e-05          
353215500000000.0    8487.523             0.00059002           0.0004646            0.00032551           0.00019147           7.4244e-05           2.473e-05           
356183500000000.0    8416.8               0.00054428           0.00045971           0.00036424           0.00019905           7.6965e-05           2.2639e-05          
359151400000000.0    8347.245             0.0005516            0.00049411           0.00032408           0.00020069           7.6122e-05           2.4781e-05          
362119400000000.0    8278.831             0.00061517           0.00049045           0.00034998           0.00021016           8.7898e-05           2.8409e-05          
365087300000000.0    8211.529             0.0005902            0.00046226           0.00037222           0.00021117           8.0364e-05           2.4966e-05          
368055300000000.0    8145.312             0.00059645           0.00050938           0.00037192           0.00021141           8.877e-05            2.7278e-05          
371023200000000.0    8080.155             0.00064921           0.00055578           0.0003642            0.00023508           8.3934e-05           2.4919e-05          
373991200000000.0    8016.032             0.00065792           0.00054022           0.00040039           0.00022589           8.2685e-05           2.6043e-05          
376959100000000.0    7952.919             0.00069967           0.00050598           0.00037892           0.00023399           9.3758e-05           2.9947e-05          
379927000000000.0    7890.791             0.00068766           0.0005729            0.00041022           0.00023126           8.2956e-05           2.6119e-05          
382895000000000.0    7829.627             0.0007239            0.00059366           0.000404             0.00024114           8.9064e-05           2.552e-05           
385862900000000.0    7769.404             0.00072658           0.00054926           0.00044878           0.00025078           9.6258e-05           3.0018e-05          
388830900000000.0    7710.1               0.00070685           0.00061178           0.00044173           0.00023932           0.00010039           3.2449e-05          
391798800000000.0    7651.695             0.00079728           0.00060946           0.00042427           0.00026581           9.4363e-05           3.1251e-05          
394766800000000.0    7594.168             0.00080968           0.00067376           0.00047157           0.00027265           0.00010279           3.1332e-05          
397734700000000.0    7537.499             0.00078228           0.0006639            0.0004554            0.0002623            0.00010793           3.5604e-05          
400702700000000.0    7481.67              0.00083605           0.00068288           0.00047152           0.00030365           0.00011042           3.529e-05           
403670600000000.0    7426.662             0.00085408           0.00069676           0.00052011           0.00029545           0.00012124           3.6711e-05          
406638600000000.0    7372.456             0.00091447           0.00066429           0.00049716           0.00030622           0.00012839           4.4327e-05          
409606500000000.0    7319.037             0.00083032           0.00073017           0.00054283           0.00030684           0.00011553           3.6963e-05          
412574400000000.0    7266.386             0.0008283            0.00069838           0.00051722           0.00031359           0.00012225           3.8003e-05          
415542400000000.0    7214.487             0.00089521           0.00078842           0.00052687           0.00032575           0.00012088           3.9883e-05          
418510300000000.0    7163.324             0.00094354           0.00073735           0.00060241           0.00031092           0.00012679           4.0115e-05          
421478300000000.0    7112.881             0.00099223           0.00077372           0.00053697           0.00033031           0.00013065           4.3001e-05          
424446200000000.0    7063.144             0.0010173            0.00078241           0.00057881           0.0003601            0.00013659           4.3474e-05          
427414200000000.0    7014.098             0.0010221            0.00083979           0.0005619            0.00035103           0.00014572           4.6411e-05          
430382100000000.0    6965.728             0.0010268            0.00084705           0.00062818           0.00036101           0.00013541           4.3892e-05          
433350100000000.0    6918.021             0.0010442            0.0008085            0.00063254           0.00034458           0.0001456            4.6569e-05          
436318000000000.0    6870.963             0.0011079            0.00087868           0.00064107           0.00037345           0.00013818           3.8386e-05          
439286000000000.0    6824.541             0.0011121            0.00088287           0.00062118           0.00038053           0.00014428           4.7075e-05          
442253900000000.0    6778.742             0.0011013            0.00095043           0.00066426           0.0003908            0.00015336           4.9152e-05          
445221800000000.0    6733.553             0.001115             0.00088297           0.00063767           0.00040346           0.0001582            4.7945e-05          
448189800000000.0    6688.963             0.0011536            0.00092641           0.00070653           0.00041269           0.00016029           4.7222e-05          
451157700000000.0    6644.96              0.0011666            0.0010014            0.00071905           0.00040918           0.00015573           4.9665e-05          
454125700000000.0    6601.531             0.0012672            0.0010061            0.00074513           0.0004291            0.00016373           5.142e-05           
457093600000000.0    6558.667             0.0013               0.0010248            0.00073799           0.0004409            0.00016564           5.0305e-05          
460061600000000.0    6516.356             0.0012377            0.0010374            0.00073163           0.00044496           0.00018712           5.6884e-05          
463029500000000.0    6474.587             0.0012636            0.0010386            0.00079445           0.00047341           0.00017924           5.7037e-05          
465997500000000.0    6433.35              0.0012741            0.0010892            0.00079843           0.00049634           0.00018748           5.6963e-05          
468965400000000.0    6392.636             0.0013799            0.0010925            0.00079795           0.00047809           0.0001893            5.9125e-05          
471933400000000.0    6352.433             0.0014265            0.0011574            0.00081226           0.00048982           0.0001836            6.1668e-05          
474901300000000.0    6312.733             0.0014699            0.0012158            0.0008567            0.00047272           0.00019489           5.9167e-05          
477869300000000.0    6273.526             0.0014676            0.0011688            0.00084622           0.00051935           0.00018656           5.8246e-05          
480837200000000.0    6234.803             0.0014607            0.0011466            0.00086872           0.00048462           0.00018727           5.3982e-05          
483805100000000.0    6196.555             0.0015704            0.0012154            0.00089152           0.00049801           0.00019369           6.0812e-05          
486773100000000.0    6158.773             0.0014983            0.001271             0.00088541           0.00051192           0.00020684           6.4221e-05          
489741000000000.0    6121.449             0.0015624            0.0012884            0.00088558           0.0005316            0.00021628           6.6011e-05          
492709000000000.0    6084.576             0.0016197            0.0013023            0.00090663           0.00056466           0.00020816           6.6153e-05          
495676900000000.0    6048.143             0.0016087            0.0012737            0.00097179           0.00058843           0.00020778           6.2473e-05          
498644900000000.0    6012.144             0.0016363            0.0013947            0.0009995            0.00056519           0.00022045           6.968e-05           
501612800000000.0    5976.572             0.0016423            0.0013981            0.0010466            0.00057977           0.00023145           6.4176e-05          
